47.2093 47.2093 47.2093

4 3.33333
26.1547	16.7894	9.03684
9.90686	44.5911	42.6959
7.98927	12.4233	39.6788
3.98754	28.6602	15.4953

4103 2.33333
22.58	33.0319	32.9747
15.3943	25.6984	41.9425
45.1219	40.7074	11.6654
46.93	27.7196	22.3977
38.0091	30.2054	21.2248
12.2848	23.641	21.668
0.907195	45.828	11.5953
2.5019	33.0859	43.5483
30.5635	44.4759	41.3875
18.0895	2.98956	14.8362
39.1387	36.974	5.30048
1.23095	10.8516	13.0755
0.561058	35.0588	13.2879
29.2943	4.11273	8.30362
8.29706	39.6456	10.8584
32.436	25.8514	17.9005
35.6427	7.56352	32.7023
17.8109	40.1209	21.2807
7.95656	29.167	35.0154
39.3559	4.63317	21.5689
35.3336	6.86911	22.4481
36.1983	45.7086	35.5822
30.7514	39.4154	13.9242
7.84347	16.891	17.2669
9.64327	4.94313	38.0984
19.4587	23.0813	8.70986
37.8659	30.1277	36.5772
41.6471	37.1902	4.88297
18.3788	2.30589	43.402
26.6389	33.8984	8.36521
4.80117	12.6086	38.2013
2.21212	25.3056	2.34686
23.8624	11.8035	8.49242
18.4358	15.4865	16.4812
22.2832	2.12094	3.70312
16.565	14.7673	13.9296
4.62594	41.6546	22.2957
22.9215	14.3542	12.0216
38.2941	4.62164	16.5572
24.8856	24.7366	22.3412
33.3431	23.5287	22.0233
24.8145	10.4102	5.86532
5.50805	43.5397	27.3888
33.2577	3.94902	42.1426
8.95924	27.4584	22.6329
26.1669	33.0121	31.3394
7.72665	36.2453	34.0454
24.4376	1.18749	35.8012
27.8395	7.75815	46.3233
26.6635	22.0365	10.3776
25.1879	7.15933	37.6069
21.2032	25.8916	32.5235
33.5143	20.8913	24.1343
2.81807	12.4657	43.4869
36.5678	24.7777	4.81671
37.7265	1.49478	7.4421
21.9277	23.8852	17.3917
30.3512	16.3947	32.8758
6.23865	1.20754	42.2888
11.2309	14.4282	28.3583
39.4227	42.2475	25.7534
22.1055	36.5484	28.8734
10.4919	10.23	46.5758
22.2884	42.644	34.285
39.4027	37.1362	41.3357
45.169	29.5747	42.455
19.6908	6.24089	38.8506
10.7969	38.68	23.5274
46.8493	39.4143	42.2281
30.2422	25.7132	7.35532
26.9217	18.9338	29.6516
12.3852	11.8222	38.6359
36.2465	6.66818	44.3748
42.3197	12.4081	19.0697
0.831852	6.98942	14.5091
17.9708	37.5646	18.4611
16.2796	32.6933	6.69125
7.32528	41.3789	15.3076
30.7034	34.4481	41.7157
11.3877	6.29107	32.3323
29.9372	45.1342	10.7731
16.0105	43.0483	30.4952
28.9058	35.3736	18.1702
36.5478	18.9603	2.9924
15.3855	19.0509	15.444
10.7792	24.5102	42.2186
12.4661	3.07743	28.1387
32.3476	4.6764	40.0038
35.7152	45.6399	13.7251
13.0767	21.5488	29.0404
32.3945	36.9467	18.7549
44.0703	23.5164	3.3594
46.4087	46.375	47.1905
14.4825	42.9847	46.9439
24.8995	22.0494	38.6863
34.8661	33.5735	24.751
29.0336	12.7843	15.4545
45.865	19.4736	38.135
21.2044	46.2413	18.6797
8.69782	24.3525	34.5739
31.8568	16.0691	35.5562
18.0686	28.5841	11.6112
32.7943	5.19447	13.4911
45.838	37.9322	12.4172
30.0208	34.5135	7.85091
0.33821	19.1791	45.4309
41.9556	30.188	12.1316
46.5177	37.2757	25.5918
44.5001	24.292	9.11306
16.3237	19.8145	7.95659
